Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank
"['pop dance', 'dance pop', 'edm', 'big room', 'pop', 'australian dance', 'australian pop']",2012,24
"['pop', 'dance pop', 'neo mellow', 'acoustic pop']",2012,25
"['pop', 'dance pop']",2012,26
"['chicago rap', 'southern hip hop', 'virginia hip hop', 'detroit hip hop', 'trap', 'gangster rap', 'atl hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2012,27
"['pop', 'canadian pop']",2012,28
"['pop', 'dance pop', 'pop rap']",2012,29
['modern alternative rock'],2012,30
['pop'],2012,31
"['pop', 'dance pop', 'southern hip hop', 'g funk', 'trap', 'gangster rap', 'rap', 'hip hop', 'pittsburgh rap', 'pop rap', 'west coast rap']",2012,32
['pop'],2012,33
"['southern hip hop', 'detroit hip hop', 'trap', 'pop rap', 'canadian pop', 'rap', 'hip hop', 'pop', 'r&b']",2012,34
"['pop dance', 'dance pop', 'hip pop', 'edm', 'queens hip hop', 'big room', 'rap', 'pop']",2012,35
"['pop', 'dance pop']",2012,36
[],2012,37
"['pop', 'dance pop', 'canadian pop', 'indietronica']",2012,38
"['pop', 'post-teen pop']",2012,39
"['chicago rap', 'east coast hip hop', 'gangster rap', 'rap', 'hip hop', 'pop rap']",2012,40
['pop'],2012,41
"['electro house', 'dance pop', 'house', 'uk dance', 'edm', 'progressive house', 'pop']",2012,42
"['pop', 'british soul', 'pop soul', 'uk pop']",2012,43
"['dance pop', 'south carolina hip hop', 'urban contemporary', 'atl hip hop', 'contemporary r&b', 'rap', 'pop', 'r&b']",2012,44
"['pop rap', 'trap', 'rap', 'hip hop']",2012,45
"['pop', 'dance pop']",2012,46
"['korean old school hip hop', 'k-rap']",2012,47
"['dance pop', 'rap', 'miami hip hop', 'pop', 'r&b']",2012,48
"['folk-pop', 'neo mellow', 'pop rock']",2012,49
"['pop dance', 'dance pop', 'edm', 'south carolina hip hop', 'big room', 'urban contemporary', 'atl hip hop', 'contemporary r&b', 'rap', 'pop', 'r&b']",2012,50
"['pop rap', 'dance pop', 'electropop']",2012,51
"['country road', 'contemporary country', 'modern country rock', 'country']",2012,52
"['country road', 'contemporary country', 'country']",2012,53
"['southern hip hop', 'toronto rap', 'canadian hip hop', 'trap', 'atl hip hop', 'rap', 'canadian pop', 'hip hop', 'pop rap']",2012,54
"['pop', 'dance pop', 'post-teen pop', 'talent show']",2012,55
[],2012,56
"['pop', 'hip pop', 'southern hip hop', 'queens hip hop', 'detroit hip hop', 'trap', 'rap', 'hip hop', 'pop rap', 'r&b']",2012,57
"['country road', 'contemporary country', 'country']",2012,58
"['viral pop', 'post-teen pop']",2012,59
"['neo mellow', 'pop rock']",2012,60
"['pop rap', 'dance pop', 'deep talent show']",2012,61
"['pop', 'dance pop', 'miami hip hop']",2012,62
"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']",2012,63
"['pop', 'british soul', 'pop soul', 'uk pop']",2012,64
"['electro house', 'dance pop', 'house', 'uk dance', 'edm', 'progressive house', 'urban contemporary', 'pop', 'r&b']",2012,65
"['dance pop', 'country dawn', 'classic oklahoma country', 'contemporary country', 'country']",2012,66
"['country road', 'contemporary country', 'country', 'country dawn']",2012,67
"['stomp and holler', 'folk-pop', 'modern rock', 'neo mellow']",2012,68
"['pop', 'permanent wave']",2012,69
"['dance pop', 'country dawn', 'classic oklahoma country', 'contemporary country', 'country']",2012,70
"['pop', 'british soul', 'pop soul', 'uk pop']",2012,71
"['dance pop', 'south carolina hip hop', 'urban contemporary', 'atl hip hop', 'contemporary r&b', 'rap', 'pop', 'r&b']",2012,72
"['southern hip hop', 'trap', 'rap', 'hip hop', 'pittsburgh rap', 'pop rap']",2012,73
"['pop', 'dance pop', 'r&b', 'urban contemporary']",2012,74
"['pop', 'hip pop', 'rap', 'queens hip hop']",2012,75
"['country road', 'contemporary country', 'country']",2012,76
"['dance pop', 'southern hip hop', 'trap', 'urban contemporary', 'r&b']",2012,77
"['dirty south rap', 'trap', 'southern hip hop']",2012,78
"['pop', 'barbadian pop', 'urban contemporary']",2012,79
"['dance pop', 'southern hip hop', 'atl hip hop', 'rap', 'pop rap']",2012,80
"['pop', 'dance pop', 'neo mellow', 'pop rock']",2012,81
"['country road', 'classic oklahoma country', 'contemporary country', 'country']",2012,82
['pop'],2012,83
"['r&b', 'rap']",2012,84
"['pop', 'dance pop']",2012,85
"['dance pop', 'southern hip hop', 'trap', 'electropop', 'gangster rap', 'urban contemporary', 'rap', 'hip hop', 'pittsburgh rap', 'pop rap', 'r&b']",2012,86
['pop'],2012,87
"['country road', 'contemporary country', 'modern country rock', 'country']",2012,88
"['pop', 'barbadian pop', 'urban contemporary']",2012,89
"['dance pop', 'miami hip hop', 'pop', 'australian dance', 'australian pop']",2012,90
"['pop', 'rock', 'modern rock']",2012,91
[],2012,92
"['country road', 'contemporary country', 'country']",2012,93
"['pop', 'barbadian pop', 'urban contemporary']",2012,94
"['country road', 'contemporary country', 'modern country rock', 'country']",2012,95
"['country road', 'contemporary country', 'modern country rock', 'country']",2012,96
['r&b'],2012,97
"['country road', 'contemporary country', 'modern country rock', 'country']",2012,98
"['heartland rock', 'classic texas country', 'contemporary country', 'country road', 'country']",2012,99
"['alternative metal', 'nu metal', 'rock', 'post-grunge', 'rap metal']",2012,100
"['pop rap', 'seattle hip hop']",2013,1
"['pop', 'dance pop', 'neo soul', 'dirty south rap', 'southern hip hop', 'trap', 'gangster rap', 'urban contemporary', 'atl hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2013,2
"['pop', 'rock', 'modern rock']",2013,3
"['electro house', 'electronic trap', 'edm']",2013,4
"['pop rap', 'seattle hip hop']",2013,5
"['pop', 'dance pop']",2013,6
"['pop', 'dance pop', 'modern rock']",2013,7
"['pop', 'dance pop']",2013,8
['pop'],2013,10
"['pop', 'dance pop']",2013,11
"['stomp and holler', 'folk-pop', 'modern rock', 'neo mellow']",2013,12
"['nashville indie', 'pop', 'barbadian pop', 'urban contemporary']",2013,13
"['dance pop', 'disco', 'rock', 'filter house', 'electro', 'pop']",2013,14
"['pop', 'metropopolis', 'nz pop', 'art pop']",2013,15
['pop'],2013,16
['pop'],2013,17
['pop'],2013,18
"['pop', 'pop dance', 'edm']",2013,19
"['dance pop', 'east coast hip hop', 'gangster rap', 'pop rap', 'rap', 'hip hop', 'pop']",2013,20
['hollywood'],2013,21
"['pop', 'dance pop', 'east coast hip hop', 'gangster rap', 'rap', 'hip hop', 'pop rap']",2013,22
"['pop', 'dance pop']",2013,23
"['pop dance', 'edm', 'complextro', 'electropop', 'metropopolis', 'pop', 'german techno', 'uk pop']",2013,24
"['rock', 'modern alternative rock', 'modern rock', 'stomp pop', 'la indie']",2013,25
"['pop dance', 'progressive electro house', 'pop edm', 'edm']",2013,26
"['pop', 'barbadian pop', 'urban contemporary']",2013,27
"['pop', 'swedish synthpop', 'dance pop', 'art pop', 'electropop', 'metropopolis', 'candy pop', 'swedish electropop', 'uk pop']",2013,28
"['modern rock', 'metropopolis']",2013,29
"['pop', 'dance pop']",2013,30
"['pittsburgh rap', 'pop', 'rap', 'hip hop']",2013,31
"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2013,32
"['pop', 'post-teen pop']",2013,33
"['toronto rap', 'canadian hip hop', 'canadian contemporary r&b', 'canadian pop', 'rap', 'hip hop']",2013,34
['pop'],2013,35
"['pop', 'dance pop', 'miami hip hop']",2013,36
"['pop', 'dance pop', 'art pop']",2013,37
['pop'],2013,38
"['southern hip hop', 'new orleans rap', 'toronto rap', 'canadian hip hop', 'trap', 'canadian pop', 'rap', 'atl hip hop', 'hip hop', 'pop rap']",2013,39
"['pop punk', 'rock', 'modern rock', 'pop', 'emo']",2013,40
"['southern hip hop', 'east coast hip hop', 'canadian hip hop', 'toronto rap', 'trap', 'conscious hip hop', 'canadian pop', 'rap', 'atl hip hop', 'hip hop', 'pop rap', 'west coast rap']",2013,41
"['hip pop', 'queens hip hop', 'canadian pop', 'rap', 'pop']",2013,42
"['pop rap', 'neo mellow', 'seattle hip hop']",2013,43
"['electro house', 'dance pop', 'house', 'uk dance', 'edm', 'progressive house', 'pop', 'uk pop']",2013,44
"['electro house', 'pop dance', 'art pop', 'edm', 'progressive electro house', 'progressive house', 'pop']",2013,45
"['folk-pop', 'neo mellow', 'pop rock']",2013,46
"['pop', 'rock', 'modern rock']",2013,47
"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop', 'r&b']",2013,48
"['pop', 'neo soul', 'r&b']",2013,49
"['pop', 'post-teen pop']",2013,50
['pop'],2013,51
"['uk americana', 'stomp and holler', 'neo mellow', 'modern rock', 'modern folk rock']",2013,52
[],2013,53
"['country road', 'contemporary country', 'country', 'black americana']",2013,54
"['korean old school hip hop', 'k-rap']",2013,55
"['electro house', 'dance pop', 'house', 'uk dance', 'edm', 'progressive house', 'metropopolis', 'pop', 'indietronica', 'uk pop']",2013,56
"['pop', 'dance pop']",2013,57
"['baroque pop', 'metropopolis']",2013,58
"['southern hip hop', 'trap', 'rap', 'pop r&b', 'pop rap', 'r&b']",2013,59
"['outlaw country', 'country dawn', 'country rock', 'classic oklahoma country', 'contemporary country', 'australian country', 'country road', 'modern country rock', 'country', 'australian pop']",2013,60
"['folk-pop', 'neo mellow', 'pop rock']",2013,61
"['pop', 'rock', 'modern rock']",2013,62
"['pop', 'piano rock']",2013,63
"['pop', 'dance pop', 'pop rap', 'miami hip hop']",2013,64
"['stomp and holler', 'folk-pop', 'modern rock', 'metropopolis']",2013,65
"['pop', 'dance pop']",2013,66
"['detroit hip hop', 'rap', 'hip hop']",2013,67
"['pop', 'dance pop', 'talent show']",2013,68
"['country road', 'contemporary country', 'country']",2013,69
"['pop', 'barbadian pop', 'urban contemporary']",2013,70
['pop'],2013,71
"['country road', 'contemporary country', 'modern country rock', 'country']",2013,72
['comic'],2013,73
"['pop', 'post-teen pop', 'talent show', 'boy band']",2013,74
"['pop', 'uk pop']",2013,75
"['baroque pop', 'metropopolis']",2013,76
"['contemporary country', 'australian country', 'country road', 'pop', 'country', 'australian pop']",2013,77
"['country road', 'contemporary country', 'country']",2013,78
"['conscious hip hop', 'rap', 'west coast rap', 'hip hop']",2013,79
"['country road', 'classic oklahoma country', 'contemporary country', 'country']",2013,80
"['pop', 'dance pop', 'r&b', 'urban contemporary']",2013,81
"['dance pop', 'pop rap', 'talent show', 'miami hip hop', 'pop']",2013,82
"['hip pop', 'dance pop', 'urban contemporary', 'pop', 'r&b']",2013,83
['r&b'],2013,84
"['pop', 'dance pop', 'celtic rock']",2013,85
"['pop', 'dance pop', 'r&b', 'urban contemporary']",2013,86
"['old school atlanta hip hop', 'dirty south rap', 'atl hip hop', 'trap']",2013,87
"['talent show', 'r&b']",2013,88
"['country road', 'contemporary country', 'country', 'country dawn']",2013,89
"['country road', 'contemporary country', 'modern country rock', 'country']",2013,90
"['dirty south rap', 'southern hip hop', 'hip hop', 'trap', 'gangster rap', 'atl hip hop', 'rap', 'miami hip hop', 'pop rap']",2013,91
"['country road', 'contemporary country', 'modern country rock', 'country']",2013,92
"['country dawn', 'contemporary country', 'country pop', 'country road', 'country']",2013,93
"['contemporary country', 'country pop', 'country road', 'modern country rock', 'country']",2013,94
"['pop', 'dance pop', 'canadian pop']",2013,95
"['post-teen pop', 'acoustic pop', 'pop rock', 'lilith', 'neo mellow']",2013,96
"['folk-pop', 'neo mellow']",2013,97
"['country road', 'contemporary country', 'country']",2013,98
['karaoke'],2013,99
"['pop punk', 'candy pop', 'rock', 'pixie', 'modern rock', 'pop', 'pop emo']",2013,100
"['pop', 'dance pop']",2014,1
"['southern hip hop', 'crunk', 'trap', 'pop rap', 'rap', 'memphis hip hop', 'pop']",2014,2
"['pop', 'neo soul', 'pop soul', 'urban contemporary']",2014,3
"['dance pop', 'art pop', 'candy pop', 'metropopolis', 'australian hip hop', 'pop', 'uk pop']",2014,4
"['pop', 'piano rock']",2014,5
"['dance pop', 'southern hip hop', 'trap', 'pop rap', 'atl hip hop', 'rap', 'hip hop', 'pop']",2014,6
"['pop', 'reggae fusion']",2014,7
"['pop', 'hip pop']",2014,8
"['pop', 'dance pop', 'australian hip hop']",2014,9
"['pop', 'uk pop']",2014,10
"['pop', 'dance pop', 'miami hip hop']",2014,11
"['pop', 'modern rock', 'metropopolis']",2014,12
['pop'],2014,13
[],2014,14
"['pop dance', 'dance pop', 'dirty south rap', 'southern hip hop', 'edm', 'crunk', 'trap', 'old school atlanta hip hop', 'pop rap', 'atl hip hop', 'rap', 'hip hop', 'memphis hip hop', 'pop', 'electronic trap']",2014,15
"['detroit hip hop', 'barbadian pop', 'urban contemporary', 'rap', 'hip hop', 'pop']",2014,16
"['viral pop', 'dance pop', 'pop rock', 'neo mellow', 'pop', 'piano rock']",2014,17
"['pop', 'metropopolis', 'nz pop', 'art pop']",2014,18
"['folk-pop', 'neo mellow']",2014,19
"['pop', 'metropopolis', 'nz pop', 'art pop']",2014,20
"['broadway', 'hollywood', 'show tunes', 'movie tunes']",2014,21
"['pop', 'pop dance', 'edm']",2014,22
"['pop', 'rock', 'modern rock']",2014,23
"['pop', 'post-teen pop', 'talent show', 'boy band']",2014,24
"['pop', 'australian dance', 'australian pop']",2014,25
"['pop', 'dance pop', 'australian hip hop', 'uk pop']",2014,26
"['hip pop', 'dance pop', 'queens hip hop', 'rap', 'pop']",2014,27
"['house', 'uk dance', 'edm', 'tropical house', 'pop', 'indietronica', 'uk pop']",2014,28
['pop'],2014,29
"['new orleans rap', 'trap', 'rap', 'hip hop', 'pop rap', 'r&b']",2014,30
"['modern rock', 'pop rock']",2014,31
"['swedish synthpop', 'swedish pop', 'metropopolis', 'pop', 'swedish electropop']",2014,32
"['electro house', 'dance pop', 'house', 'uk dance', 'edm', 'progressive house', 'pop']",2014,33
"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",2014,34
"['east coast hip hop', 'gangster rap', 'pop rap', 'rap', 'hip hop', 'pop', 'r&b']",2014,35
"['pop', 'hip pop', 'rap', 'queens hip hop']",2014,36
"['pop dance', 'edm', 'complextro', 'pop', 'german techno']",2014,37
"['mexican pop', 'dance pop', 'latin hip hop', 'cubaton', 'latin pop', 'electro latino']",2014,38
"['pop', 'indietronica', 'metropopolis', 'uk pop']",2014,39
"['dance pop', 'g funk', 'gangster rap', 'pop rap', 'rap', 'hip hop', 'pop', 'west coast rap']",2014,40
"['pop', 'uk dance', 'uk funky', 'uk pop']",2014,41
"['chicago rap', 'southern hip hop', 'trap', 'cali rap', 'urban contemporary', 'rap', 'hip hop', 'pop rap', 'r&b']",2014,42
"['southern hip hop', 'trap', 'rap', 'pop rap', 'r&b']",2014,43
['pop'],2014,44
"['pop', 'dance pop']",2014,45
['pop'],2014,46
"['pop punk', 'candy pop', 'rock', 'pixie', 'modern rock', 'pop', 'pop emo']",2014,47
"['r&b', 'pop soul']",2014,48
"['contemporary country', 'country pop', 'country road', 'modern country rock', 'country']",2014,49
"['pop', 'post-teen pop']",2014,50
"['pop', 'permanent wave']",2014,51
"['pop', 'canadian pop', 'uk pop']",2014,52
"['dance pop', 'southern hip hop', 'trap', 'urban contemporary', 'r&b']",2014,53
"['nyc rap', 'trap', 'rap']",2014,54
"['toronto rap', 'canadian hip hop', 'canadian contemporary r&b', 'canadian pop', 'rap', 'hip hop']",2014,55
"['pop', 'uk pop']",2014,56
"['pop', 'rock', 'modern rock']",2014,57
"['dirty south rap', 'southern hip hop', 'crunk', 'cali rap', 'trap', 'gangster rap', 'old school atlanta hip hop', 'atl hip hop', 'rap', 'hip hop', 'pop rap']",2014,58
"['viral pop', 'indie poptimism', 'electropop']",2014,59
"['pop', 'pop dance', 'edm']",2014,60
"['pop', 'dance pop']",2014,61
['pop'],2014,62
"['country road', 'contemporary country', 'modern country rock', 'country']",2014,63
"['country road', 'contemporary country', 'country']",2014,64
"['dance pop', 'southern hip hop', 'trap', 'metropopolis', 'gangster rap', 'alternative r&b', 'urban contemporary', 'pop rap', 'rap', 'hip hop', 'pop', 'r&b']",2014,65
"['contemporary country', 'country pop', 'country road', 'modern country rock', 'country']",2014,66
"['pop', 'piano rock']",2014,67
"['country road', 'contemporary country', 'modern country rock', 'country']",2014,68
"['urbano latino', 'latin viral pop', 'rap latina', 'latin pop', 'reggaeton']",2014,69
"['pop', 'post-teen pop']",2014,70
"['pop dance', 'edm', 'progressive house', 'dutch edm', 'pop']",2014,71
"['melodic rap', 'southern hip hop', 'trap', 'gangster rap', 'atl hip hop', 'atl trap', 'rap']",2014,72
"['country road', 'contemporary country', 'country']",2014,73
"['post-teen pop', 'acoustic pop', 'pop rock', 'lilith', 'neo mellow']",2014,74
"['pop', 'modern rock', 'pov: indie', 'modern alternative rock']",2014,75
"['contemporary country', 'country pop', 'country']",2014,76
"['dance pop', 'dirty south rap', 'southern hip hop', 'trap', 'south carolina hip hop', 'gangster rap', 'urban contemporary', 'atl hip hop', 'rap', 'contemporary r&b', 'hip hop', 'pop', 'r&b']",2014,77
"['tribal house', 'dance pop', 'vocal house', 'pop', 'r&b', 'soul', 'diva house']",2014,78
"['country road', 'contemporary country', 'country']",2014,79
['pop'],2014,80
"['country dawn', 'contemporary country', 'country pop', 'country road', 'country']",2014,81
"['pop', 'uk contemporary r&b', 'uk pop']",2014,82
"['pop', 'dance pop', 'neo soul', 'dirty south rap', 'southern hip hop', 'trap', 'gangster rap', 'urban contemporary', 'atl hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2014,83
"['rage rap', 'melodic rap', 'philly rap', 'rap']",2014,84
"['dance pop', 'barbadian pop', 'urban contemporary', 'colombian pop', 'pop', 'latin pop']",2014,85
"['pop', 'boy band']",2014,86
"['pop', 'dirty south rap', 'dance pop', 'southern hip hop', 'trap', 'gangster rap', 'atl hip hop', 'rap', 'australian hip hop', 'hip hop', 'pop rap']",2014,87
"['south african rock', 'modern blues rock', 'modern alternative rock']",2014,88
"['new orleans rap', 'toronto rap', 'canadian hip hop', 'trap', 'canadian pop', 'rap', 'hip hop', 'pop rap']",2014,89
"['southern hip hop', 'crunk', 'memphis hip hop', 'trap', 'pop rap', 'atl hip hop', 'rap', 'hip hop', 'pittsburgh rap', 'pop']",2014,90
"['country road', 'contemporary country', 'country']",2014,91
"['southern hip hop', 'trap', 'gangster rap', 'seattle hip hop', 'rap', 'hip hop', 'pop rap']",2014,92
"['pop', 'boy band']",2014,93
"['pop dance', 'art pop', 'edm', 'complextro', 'pop', 'german techno']",2014,94
"['pop', 'r&b']",2014,95
"['chicago rap', 'southern hip hop', 'trap', 'gangster rap', 'alternative r&b', 'rap', 'hip hop', 'pop rap']",2014,96
"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2014,97
"['country road', 'contemporary country', 'modern country rock', 'country']",2014,98
[],2014,99
['pop'],2014,100
"['pop', 'dance pop', 'pop soul']",2015,1
"['pop', 'uk pop']",2015,2
"['colombian pop', 'rap', 'hip hop']",2015,3
"['southern hip hop', 'trap', 'new jersey rap', 'rap', 'pop rap']",2015,4
['pop'],2015,5
"['pop', 'modern rock', 'dance rock']",2015,6
['pop'],2015,7
"['pinoy hip hop', 'chicago bop']",2015,8
"['pop', 'canadian pop', 'canadian contemporary r&b']",2015,9
"['pop', 'canadian pop', 'canadian contemporary r&b']",2015,10
['reggae fusion'],2015,11
"['pop', 'canadian pop', 'canadian contemporary r&b']",2015,12
"['pop', 'indietronica', 'metropopolis', 'uk pop']",2015,13
"['pov: indie', 'pop', 'modern rock', 'irish singer-songwriter']",2015,14
